Customer_ID,Customer_Name,Region_ID,Region_Name,Industry,Customer_Type,Status
CUST0250,Oil India Branch 25,REG016,Assam,Manufacturing,Platinum,Active
CUST0251,Essar Oil Branch 21,REG012,Telangana,Manufacturing,Platinum,Active
CUST0252,HPCL Branch 21,REG009,Tamil Nadu,Oil & Gas,Platinum,Active
CUST0253,Oil India Branch 26,REG002,Gujarat,Mining,Silver,Active
CUST0254,Tata Steel Branch 24,REG019,Bihar,Manufacturing,Silver,Active
CUST0255,Larsen & Toubro Branch 24,REG010,Karnataka,Mining,Silver,Active
CUST0256,HPCL Branch 26,REG007,Maharashtra,Engineering,Gold,Active
CUST0257,Engineers India Branch 30,REG017,Jharkhand,Energy,Silver,Active
CUST0258,BHEL Branch 26,REG009,Tamil Nadu,Energy,Platinum,Active
CUST0259,Bharat Petroleum Branch 15,REG011,Andhra Pradesh,Oil & Gas,Silver,Active
CUST0260,JSW Steel Branch 28,REG008,Madhya Pradesh,Engineering,Gold,Active
CUST0261,JSW Steel Branch 1,REG003,Delhi NCR,Energy,Platinum,Active
CUST0262,NTPC Branch 12,REG004,Haryana,Energy,Platinum,Active
CUST0263,Tata Steel Branch 4,REG013,Kerala,Manufacturing,Gold,Active
CUST0264,Baker Hughes Branch 29,REG001,Rajasthan,Engineering,Gold,Active
CUST0265,Essar Oil Branch 21,REG020,Goa,Oil & Gas,Platinum,Active
CUST0266,Oil India Branch 21,REG015,West Bengal,Mining,Silver,Active
CUST0267,Indian Oil Branch 2,REG005,Punjab,Energy,Gold,Active
CUST0268,Bharat Petroleum Branch 8,REG004,Haryana,Engineering,Silver,Active
CUST0269,NTPC Branch 12,REG013,Kerala,Engineering,Gold,Active
CUST0270,HPCL Branch 29,REG019,Bihar,Mining,Platinum,Active
CUST0271,BHEL Branch 20,REG004,Haryana,Mining,Gold,Active
CUST0272,Tata Steel Branch 7,REG002,Gujarat,Mining,Gold,Active
CUST0273,Tata Steel Branch 4,REG008,Madhya Pradesh,Energy,Platinum,Active
CUST0274,Indian Oil Branch 13,REG012,Telangana,Energy,Silver,Active
CUST0275,NTPC Branch 3,REG004,Haryana,Manufacturing,Platinum,Active
CUST0276,Reliance Industries Branch 2,REG020,Goa,Energy,Silver,Active
CUST0277,Halliburton Branch 7,REG005,Punjab,Oil & Gas,Platinum,Active
CUST0278,Halliburton Branch 7,REG007,Maharashtra,Manufacturing,Gold,Active
CUST0279,Baker Hughes Branch 1,REG005,Punjab,Energy,Silver,Active
CUST0280,Schlumberger Branch 9,REG005,Punjab,Manufacturing,Silver,Active
CUST0281,HPCL Branch 1,REG001,Rajasthan,Energy,Silver,Active
CUST0282,Larsen & Toubro Branch 1,REG019,Bihar,Manufacturing,Gold,Active
CUST0283,HPCL Branch 24,REG002,Gujarat,Mining,Platinum,Active
CUST0284,ONGC Branch 16,REG004,Haryana,Mining,Gold,Active
CUST0285,Halliburton Branch 4,REG017,Jharkhand,Mining,Platinum,Active
CUST0286,Baker Hughes Branch 2,REG008,Madhya Pradesh,Engineering,Gold,Active
CUST0287,Reliance Industries Branch 2,REG015,West Bengal,Mining,Gold,Active
CUST0288,Bharat Petroleum Branch 16,REG014,Odisha,Mining,Silver,Active
CUST0289,Larsen & Toubro Branch 20,REG003,Delhi NCR,Manufacturing,Silver,Active
CUST0290,GAIL India Branch 20,REG005,Punjab,Engineering,Platinum,Active
CUST0291,JSW Steel Branch 20,REG011,Andhra Pradesh,Engineering,Gold,Active
CUST0292,Engineers India Branch 20,REG015,West Bengal,Mining,Silver,Active
CUST0293,Schlumberger Branch 24,REG004,Haryana,Manufacturing,Gold,Active
CUST0294,Essar Oil Branch 14,REG015,West Bengal,Energy,Gold,Active
CUST0295,Adani Power Branch 24,REG013,Kerala,Oil & Gas,Gold,Active
CUST0296,Larsen & Toubro Branch 22,REG014,Odisha,Energy,Gold,Active
CUST0297,BHEL Branch 3,REG005,Punjab,Oil & Gas,Silver,Active
CUST0298,Adani Power Branch 4,REG003,Delhi NCR,Energy,Silver,Active
CUST0299,Indian Oil Branch 19,REG018,Chhattisgarh,Engineering,Platinum,Active
CUST0300,Bharat Petroleum Branch 14,REG011,Andhra Pradesh,Energy,Platinum,Active
CUST0301,Indian Oil Branch 10,REG014,Odisha,Engineering,Gold,Active
CUST0302,Bharat Petroleum Branch 19,REG012,Telangana,Engineering,Silver,Active
CUST0303,BHEL Branch 8,REG005,Punjab,Oil & Gas,Gold,Active
CUST0304,Tata Steel Branch 4,REG018,Chhattisgarh,Energy,Platinum,Active
CUST0305,Adani Power Branch 28,REG008,Madhya Pradesh,Engineering,Platinum,Active
CUST0306,Schlumberger Branch 1,REG020,Goa,Engineering,Platinum,Active
CUST0307,Reliance Industries Branch 6,REG009,Tamil Nadu,Energy,Platinum,Active
CUST0308,Larsen & Toubro Branch 12,REG010,Karnataka,Oil & Gas,Silver,Active
CUST0309,Halliburton Branch 22,REG005,Punjab,Mining,Silver,Active
CUST0310,Reliance Industries Branch 3,REG005,Punjab,Engineering,Silver,Active
CUST0311,Adani Power Branch 15,REG013,Kerala,Energy,Silver,Active
CUST0312,Oil India Branch 24,REG012,Telangana,Energy,Platinum,Active
CUST0313,ONGC Branch 29,REG020,Goa,Oil & Gas,Silver,Active
CUST0314,Baker Hughes Branch 2,REG006,Uttar Pradesh,Oil & Gas,Gold,Active
CUST0315,Adani Power Branch 16,REG015,West Bengal,Engineering,Gold,Active
CUST0316,GAIL India Branch 7,REG014,Odisha,Engineering,Silver,Active
CUST0317,Adani Power Branch 4,REG012,Telangana,Energy,Platinum,Active
CUST0318,BHEL Branch 17,REG019,Bihar,Energy,Silver,Active
CUST0319,JSW Steel Branch 20,REG008,Madhya Pradesh,Oil & Gas,Silver,Active
CUST0320,Oil India Branch 7,REG007,Maharashtra,Manufacturing,Gold,Active
CUST0321,Larsen & Toubro Branch 4,REG010,Karnataka,Oil & Gas,Gold,Active
CUST0322,Vedanta Limited Branch 5,REG014,Odisha,Mining,Platinum,Active
CUST0323,Engineers India Branch 18,REG008,Madhya Pradesh,Energy,Silver,Active
CUST0324,Indian Oil Branch 14,REG013,Kerala,Oil & Gas,Gold,Active
CUST0325,Larsen & Toubro Branch 19,REG003,Delhi NCR,Mining,Platinum,Active
CUST0326,Adani Power Branch 10,REG013,Kerala,Oil & Gas,Gold,Active
CUST0327,Larsen & Toubro Branch 6,REG001,Rajasthan,Engineering,Gold,Active
CUST0328,ONGC Branch 14,REG012,Telangana,Oil & Gas,Silver,Active
CUST0329,Halliburton Branch 13,REG014,Odisha,Engineering,Silver,Active
CUST0330,Oil India Branch 24,REG013,Kerala,Energy,Silver,Active
CUST0331,Vedanta Limited Branch 3,REG011,Andhra Pradesh,Engineering,Platinum,Active
CUST0332,Engineers India Branch 17,REG004,Haryana,Manufacturing,Gold,Active
CUST0333,HPCL Branch 8,REG012,Telangana,Oil & Gas,Silver,Active
CUST0334,Cairn Oil Branch 6,REG009,Tamil Nadu,Engineering,Silver,Active
CUST0335,Vedanta Limited Branch 25,REG003,Delhi NCR,Mining,Gold,Active
CUST0336,Halliburton Branch 15,REG019,Bihar,Engineering,Platinum,Active
CUST0337,Larsen & Toubro Branch 28,REG020,Goa,Energy,Silver,Active
CUST0338,ONGC Branch 16,REG015,West Bengal,Mining,Platinum,Active
CUST0339,GAIL India Branch 19,REG010,Karnataka,Oil & Gas,Gold,Active
CUST0340,ONGC Branch 10,REG017,Jharkhand,Mining,Gold,Active
CUST0341,Indian Oil Branch 12,REG002,Gujarat,Energy,Silver,Active
CUST0342,Baker Hughes Branch 20,REG003,Delhi NCR,Engineering,Gold,Active
CUST0343,Halliburton Branch 18,REG015,West Bengal,Oil & Gas,Gold,Active
CUST0344,Cairn Oil Branch 11,REG019,Bihar,Engineering,Gold,Active
CUST0345,HPCL Branch 2,REG017,Jharkhand,Mining,Silver,Active
CUST0346,ONGC Branch 17,REG011,Andhra Pradesh,Manufacturing,Silver,Active
CUST0347,NTPC Branch 15,REG008,Madhya Pradesh,Engineering,Platinum,Active
CUST0348,Vedanta Limited Branch 12,REG020,Goa,Energy,Gold,Active
CUST0349,Adani Power Branch 25,REG013,Kerala,Energy,Platinum,Active
CUST0350,Indian Oil Branch 26,REG020,Goa,Energy,Silver,Active
CUST0351,Bharat Petroleum Branch 18,REG011,Andhra Pradesh,Mining,Gold,Active
CUST0352,Baker Hughes Branch 28,REG009,Tamil Nadu,Manufacturing,Gold,Active
CUST0353,Halliburton Branch 22,REG003,Delhi NCR,Manufacturing,Gold,Active
CUST0354,JSW Steel Branch 5,REG010,Karnataka,Engineering,Platinum,Active
CUST0355,Oil India Branch 18,REG003,Delhi NCR,Mining,Platinum,Active
CUST0356,HPCL Branch 22,REG011,Andhra Pradesh,Engineering,Silver,Active
CUST0357,Engineers India Branch 12,REG014,Odisha,Oil & Gas,Gold,Active
CUST0358,Vedanta Limited Branch 7,REG010,Karnataka,Energy,Gold,Active
CUST0359,Essar Oil Branch 5,REG007,Maharashtra,Manufacturing,Silver,Active
CUST0360,Bharat Petroleum Branch 17,REG010,Karnataka,Engineering,Platinum,Active
CUST0361,Indian Oil Branch 22,REG017,Jharkhand,Energy,Platinum,Active
CUST0362,Baker Hughes Branch 13,REG005,Punjab,Manufacturing,Silver,Active
CUST0363,Baker Hughes Branch 26,REG006,Uttar Pradesh,Manufacturing,Platinum,Active
CUST0364,Indian Oil Branch 14,REG015,West Bengal,Energy,Platinum,Active
CUST0365,NTPC Branch 20,REG008,Madhya Pradesh,Energy,Platinum,Active
CUST0366,Essar Oil Branch 18,REG015,West Bengal,Manufacturing,Gold,Active
CUST0367,Cairn Oil Branch 12,REG016,Assam,Engineering,Gold,Active
CUST0368,Oil India Branch 25,REG015,West Bengal,Mining,Platinum,Active
CUST0369,Adani Power Branch 6,REG017,Jharkhand,Manufacturing,Platinum,Active
CUST0370,GAIL India Branch 2,REG005,Punjab,Mining,Gold,Active
CUST0371,Bharat Petroleum Branch 23,REG018,Chhattisgarh,Engineering,Silver,Active
CUST0372,ONGC Branch 25,REG010,Karnataka,Manufacturing,Gold,Active
CUST0373,Engineers India Branch 5,REG015,West Bengal,Mining,Silver,Active
CUST0374,NTPC Branch 29,REG008,Madhya Pradesh,Energy,Silver,Active
CUST0375,Indian Oil Branch 13,REG014,Odisha,Engineering,Gold,Active
CUST0376,JSW Steel Branch 3,REG008,Madhya Pradesh,Energy,Silver,Active
CUST0377,Larsen & Toubro Branch 30,REG001,Rajasthan,Oil & Gas,Platinum,Active
CUST0378,HPCL Branch 5,REG011,Andhra Pradesh,Oil & Gas,Gold,Active
CUST0379,HPCL Branch 25,REG016,Assam,Mining,Gold,Active
CUST0380,Reliance Industries Branch 29,REG020,Goa,Oil & Gas,Silver,Active
CUST0381,Cairn Oil Branch 27,REG009,Tamil Nadu,Manufacturing,Platinum,Active
CUST0382,Engineers India Branch 14,REG020,Goa,Oil & Gas,Gold,Active
CUST0383,Oil India Branch 4,REG008,Madhya Pradesh,Oil & Gas,Silver,Active
CUST0384,Baker Hughes Branch 15,REG014,Odisha,Oil & Gas,Silver,Active
CUST0385,Baker Hughes Branch 18,REG016,Assam,Oil & Gas,Platinum,Active
CUST0386,Halliburton Branch 8,REG017,Jharkhand,Manufacturing,Gold,Active
CUST0387,Reliance Industries Branch 20,REG014,Odisha,Energy,Silver,Active
CUST0388,Adani Power Branch 6,REG019,Bihar,Oil & Gas,Platinum,Active
CUST0389,ONGC Branch 17,REG012,Telangana,Engineering,Platinum,Active
CUST0390,Schlumberger Branch 1,REG017,Jharkhand,Mining,Gold,Active
CUST0391,JSW Steel Branch 12,REG002,Gujarat,Energy,Platinum,Active
CUST0392,Tata Steel Branch 26,REG001,Rajasthan,Oil & Gas,Gold,Active
CUST0393,Bharat Petroleum Branch 25,REG008,Madhya Pradesh,Engineering,Platinum,Active
CUST0394,HPCL Branch 2,REG011,Andhra Pradesh,Energy,Platinum,Active
CUST0395,Vedanta Limited Branch 27,REG011,Andhra Pradesh,Mining,Platinum,Active
CUST0396,Vedanta Limited Branch 26,REG016,Assam,Manufacturing,Silver,Active
CUST0397,Indian Oil Branch 10,REG015,West Bengal,Manufacturing,Silver,Active
CUST0398,Indian Oil Branch 11,REG007,Maharashtra,Energy,Platinum,Active
CUST0399,Schlumberger Branch 16,REG013,Kerala,Energy,Silver,Active
CUST0400,Oil India Branch 12,REG007,Maharashtra,Oil & Gas,Platinum,Active
CUST0401,GAIL India Branch 4,REG011,Andhra Pradesh,Energy,Gold,Active
CUST0402,NTPC Branch 29,REG013,Kerala,Mining,Gold,Active
CUST0403,BHEL Branch 23,REG006,Uttar Pradesh,Mining,Gold,Active
CUST0404,GAIL India Branch 26,REG017,Jharkhand,Oil & Gas,Platinum,Active
CUST0405,ONGC Branch 14,REG014,Odisha,Engineering,Silver,Active
CUST0406,Oil India Branch 11,REG018,Chhattisgarh,Oil & Gas,Silver,Active
CUST0407,Oil India Branch 10,REG011,Andhra Pradesh,Mining,Platinum,Active
CUST0408,Vedanta Limited Branch 23,REG014,Odisha,Mining,Gold,Active
CUST0409,Indian Oil Branch 24,REG015,West Bengal,Energy,Platinum,Active
CUST0410,GAIL India Branch 21,REG014,Odisha,Oil & Gas,Silver,Active
CUST0411,Tata Steel Branch 17,REG013,Kerala,Manufacturing,Silver,Active
CUST0412,Baker Hughes Branch 22,REG005,Punjab,Mining,Silver,Active
CUST0413,ONGC Branch 8,REG005,Punjab,Energy,Gold,Active
CUST0414,Halliburton Branch 2,REG013,Kerala,Engineering,Silver,Active
CUST0415,Tata Steel Branch 12,REG015,West Bengal,Mining,Silver,Active
CUST0416,HPCL Branch 17,REG019,Bihar,Energy,Gold,Active
CUST0417,GAIL India Branch 8,REG011,Andhra Pradesh,Oil & Gas,Silver,Active
CUST0418,BHEL Branch 17,REG006,Uttar Pradesh,Mining,Platinum,Active
CUST0419,GAIL India Branch 25,REG004,Haryana,Energy,Platinum,Active
CUST0420,Cairn Oil Branch 20,REG015,West Bengal,Energy,Platinum,Active
CUST0421,Cairn Oil Branch 4,REG016,Assam,Manufacturing,Silver,Active
CUST0422,Vedanta Limited Branch 29,REG015,West Bengal,Mining,Silver,Active
CUST0423,Tata Steel Branch 23,REG011,Andhra Pradesh,Oil & Gas,Platinum,Active
CUST0424,Oil India Branch 29,REG018,Chhattisgarh,Energy,Silver,Active
CUST0425,Tata Steel Branch 17,REG006,Uttar Pradesh,Manufacturing,Silver,Active
CUST0426,HPCL Branch 8,REG007,Maharashtra,Mining,Silver,Active
CUST0427,Schlumberger Branch 19,REG012,Telangana,Energy,Gold,Active
CUST0428,HPCL Branch 20,REG018,Chhattisgarh,Oil & Gas,Silver,Active
CUST0429,JSW Steel Branch 23,REG010,Karnataka,Mining,Platinum,Active
CUST0430,Adani Power Branch 27,REG014,Odisha,Engineering,Silver,Active
CUST0431,Larsen & Toubro Branch 21,REG005,Punjab,Oil & Gas,Gold,Active
CUST0432,Engineers India Branch 12,REG015,West Bengal,Manufacturing,Platinum,Active
CUST0433,Vedanta Limited Branch 25,REG019,Bihar,Manufacturing,Gold,Active
CUST0434,Indian Oil Branch 27,REG017,Jharkhand,Oil & Gas,Platinum,Active
CUST0435,Oil India Branch 6,REG005,Punjab,Manufacturing,Gold,Active
CUST0436,Tata Steel Branch 17,REG008,Madhya Pradesh,Energy,Silver,Active
CUST0437,Cairn Oil Branch 21,REG009,Tamil Nadu,Engineering,Gold,Active
CUST0438,Oil India Branch 20,REG005,Punjab,Engineering,Silver,Active
CUST0439,Vedanta Limited Branch 19,REG017,Jharkhand,Engineering,Silver,Active
CUST0440,Baker Hughes Branch 24,REG006,Uttar Pradesh,Engineering,Gold,Active
CUST0441,Indian Oil Branch 27,REG019,Bihar,Oil & Gas,Silver,Active
CUST0442,Halliburton Branch 9,REG002,Gujarat,Manufacturing,Platinum,Active
CUST0443,Baker Hughes Branch 21,REG014,Odisha,Oil & Gas,Gold,Active
CUST0444,Oil India Branch 21,REG018,Chhattisgarh,Energy,Gold,Active
CUST0445,JSW Steel Branch 10,REG008,Madhya Pradesh,Mining,Silver,Active
CUST0446,Vedanta Limited Branch 15,REG002,Gujarat,Mining,Gold,Active
CUST0447,Cairn Oil Branch 11,REG015,West Bengal,Engineering,Silver,Active
CUST0448,Larsen & Toubro Branch 24,REG011,Andhra Pradesh,Energy,Gold,Active
CUST0449,Tata Steel Branch 17,REG005,Punjab,Engineering,Silver,Active
CUST0450,Essar Oil Branch 15,REG011,Andhra Pradesh,Oil & Gas,Gold,Active
CUST0451,Essar Oil Branch 5,REG015,West Bengal,Oil & Gas,Silver,Active
CUST0452,JSW Steel Branch 28,REG010,Karnataka,Engineering,Gold,Active
CUST0453,Vedanta Limited Branch 27,REG008,Madhya Pradesh,Energy,Platinum,Active
CUST0454,Cairn Oil Branch 25,REG011,Andhra Pradesh,Manufacturing,Gold,Active
CUST0455,NTPC Branch 16,REG017,Jharkhand,Energy,Gold,Active
CUST0456,ONGC Branch 13,REG001,Rajasthan,Engineering,Gold,Active
CUST0457,Cairn Oil Branch 19,REG008,Madhya Pradesh,Energy,Silver,Active
CUST0458,Oil India Branch 16,REG002,Gujarat,Engineering,Platinum,Active
CUST0459,Oil India Branch 18,REG016,Assam,Oil & Gas,Silver,Active
CUST0460,HPCL Branch 29,REG014,Odisha,Energy,Platinum,Active
CUST0461,JSW Steel Branch 12,REG012,Telangana,Oil & Gas,Gold,Active
CUST0462,Halliburton Branch 18,REG002,Gujarat,Manufacturing,Gold,Active
CUST0463,Oil India Branch 3,REG018,Chhattisgarh,Mining,Platinum,Active
CUST0464,Schlumberger Branch 9,REG015,West Bengal,Engineering,Platinum,Active
CUST0465,Bharat Petroleum Branch 5,REG020,Goa,Oil & Gas,Gold,Active
CUST0466,Larsen & Toubro Branch 18,REG012,Telangana,Energy,Silver,Active
CUST0467,Baker Hughes Branch 17,REG007,Maharashtra,Mining,Platinum,Active
CUST0468,Indian Oil Branch 2,REG002,Gujarat,Manufacturing,Platinum,Active
CUST0469,BHEL Branch 17,REG011,Andhra Pradesh,Mining,Silver,Active
CUST0470,Engineers India Branch 5,REG020,Goa,Energy,Platinum,Active
CUST0471,Vedanta Limited Branch 13,REG011,Andhra Pradesh,Engineering,Platinum,Active
CUST0472,Halliburton Branch 11,REG010,Karnataka,Engineering,Platinum,Active
CUST0473,BHEL Branch 23,REG018,Chhattisgarh,Engineering,Gold,Active
CUST0474,Reliance Industries Branch 12,REG016,Assam,Energy,Platinum,Active
CUST0475,Adani Power Branch 19,REG004,Haryana,Energy,Platinum,Active
CUST0476,Baker Hughes Branch 16,REG001,Rajasthan,Energy,Platinum,Active
CUST0477,Halliburton Branch 8,REG019,Bihar,Oil & Gas,Platinum,Active
CUST0478,Vedanta Limited Branch 17,REG016,Assam,Engineering,Gold,Active
CUST0479,Essar Oil Branch 2,REG005,Punjab,Engineering,Platinum,Active
CUST0480,Cairn Oil Branch 1,REG004,Haryana,Mining,Gold,Active
CUST0481,HPCL Branch 14,REG014,Odisha,Manufacturing,Gold,Active
CUST0482,Baker Hughes Branch 30,REG017,Jharkhand,Mining,Platinum,Active
CUST0483,HPCL Branch 17,REG002,Gujarat,Manufacturing,Platinum,Active
CUST0484,BHEL Branch 17,REG011,Andhra Pradesh,Mining,Gold,Active
CUST0485,NTPC Branch 30,REG006,Uttar Pradesh,Engineering,Gold,Active
CUST0486,Tata Steel Branch 22,REG018,Chhattisgarh,Energy,Platinum,Active
CUST0487,Cairn Oil Branch 8,REG016,Assam,Energy,Platinum,Active
CUST0488,Essar Oil Branch 10,REG010,Karnataka,Energy,Platinum,Active
CUST0489,BHEL Branch 11,REG007,Maharashtra,Mining,Gold,Active
CUST0490,GAIL India Branch 10,REG018,Chhattisgarh,Oil & Gas,Platinum,Active
CUST0491,JSW Steel Branch 29,REG018,Chhattisgarh,Mining,Gold,Active
CUST0492,Oil India Branch 2,REG005,Punjab,Energy,Platinum,Active
CUST0493,Tata Steel Branch 30,REG003,Delhi NCR,Mining,Platinum,Active
CUST0494,BHEL Branch 7,REG009,Tamil Nadu,Manufacturing,Platinum,Active
CUST0495,Schlumberger Branch 23,REG009,Tamil Nadu,Energy,Silver,Active
CUST0496,Baker Hughes Branch 24,REG004,Haryana,Engineering,Silver,Active
CUST0497,Indian Oil Branch 22,REG008,Madhya Pradesh,Engineering,Silver,Active
CUST0498,Indian Oil Branch 4,REG008,Madhya Pradesh,Mining,Gold,Active
CUST0499,Bharat Petroleum Branch 22,REG016,Assam,Manufacturing,Silver,Active
CUST0500,Vedanta Limited Branch 14,REG018,Chhattisgarh,Mining,Gold,Active
